exp_time,servo_time,baseline_time,sync_time,offset
3.337860107421875e-06,1769351365.3416984,1769351365.3416984,,
0.10009193420410156,1769351365.441837,1769351365.441837,,
0.20017457008361816,1769351365.5419698,1769351365.5419698,,
0.30009007453918457,1769351365.6419353,1769351365.6419353,,
0.400087833404541,1769351365.7419832,1769351365.7419832,,
0.5000989437103271,1769351365.8420444,1769351365.8420444,,
0.6000919342041016,1769351365.9420874,1769351365.9420874,,
0.7000601291656494,1769351366.0421057,1769351366.0421057,,
0.8000271320343018,1769351366.1421227,1769351366.1421227,,
0.9000942707061768,1769351366.24224,1769351366.24224,,
1.0000965595245361,1769351366.3422923,1769351366.3422923,,
1.1000971794128418,1769351366.442343,1769351366.442343,,
1.200096845626831,1769351366.5423927,1769351366.5423927,,
1.3000988960266113,1769351366.6424448,1769351366.6424448,,
1.400087833404541,1769351366.7424839,1769351366.7424839,,
1.5001018047332764,1769351366.842548,1769351366.842548,,
1.6000919342041016,1769351366.942588,1769351366.942588,,
1.7000970840454102,1769351367.0426433,1769351367.0426433,,
1.8003830909729004,1769351367.1429794,1769351367.1429794,,
1.900083303451538,1769351367.2427294,1769351367.2427294,,
2.0001018047332764,1769351367.342798,1769351367.342798,,
2.100024938583374,1769351367.4427712,1769351367.4427712,,
2.2000720500946045,1769351367.5428684,1769351367.5428684,,
2.300037145614624,1769351367.6428835,1769351367.6428835,,
2.4004461765289307,1769351367.7433429,1769351367.7433429,,
2.5003583431243896,1769351367.843305,1769351367.843305,,
2.6004223823547363,1769351367.9434192,1769351367.9434192,,
2.7000863552093506,1769351368.043133,1769351368.043133,,
2.8000950813293457,1769351368.1431918,1769351368.1431918,,
2.900092363357544,1769351368.2432392,1769351368.2432392,,
3.0000970363616943,1769351368.343294,1769351368.343294,,
3.100090503692627,1769351368.4433374,1769351368.4433374,,
3.2000906467437744,1769351368.5433877,1769351368.5433877,,
3.3000898361206055,1769351368.643437,1769351368.643437,,
3.400106191635132,1769351368.7435033,1769351368.7435033,,
3.5000956058502197,1769351368.8435428,1769351368.8435428,,
3.6000888347625732,1769351368.943586,1769351368.943586,,
3.7000892162323,1769351369.0436366,1769351369.0436366,,
3.8000881671905518,1769351369.1436856,1769351369.1436856,,
3.9000940322875977,1769351369.2437415,1769351369.2437415,,
4.000087261199951,1769351369.3437848,1769351369.3437848,,
4.100096225738525,1769351369.4438438,1769351369.4438438,,
4.200096130371094,1769351369.5438938,1769351369.5438938,,
4.300025939941406,1769351369.6438737,1769351369.6438737,,
4.400059461593628,1769351369.7439573,1769351369.7439573,,
4.500036716461182,1769351369.8439846,1769351369.8439846,,
4.60006046295166,1769351369.9440584,1769351369.9440584,,
4.700048208236694,1769351370.0440962,1769351370.0440962,,
4.800086736679077,1769351370.1441848,1769351370.1441848,,
4.900092124938965,1769351370.2442403,1769351370.2442403,,
5.000086545944214,1769351370.2521615,1769351370.3442848,5.000086545944214,-17.889042139053345
5.100087404251099,1769351370.2600832,1769351370.4443357,,
5.200038433074951,1769351370.2680008,1769351370.5443368,,
5.3000710010528564,1769351370.275925,1769351370.6444194,,
5.400041580200195,1769351370.2838442,1769351370.74444,,
5.500021457672119,1769351370.2917643,1769351370.84447,,
5.600091218948364,1769351370.2996914,1769351370.9445899,,
5.700096607208252,1769351370.3076134,1769351371.0446453,,
5.800093412399292,1769351370.3155346,1769351371.1446922,,
5.900032043457031,1769351370.3234513,1769351371.244681,,
6.000061273574829,1769351370.3313751,1769351371.3447602,,
6.100040435791016,1769351370.3392951,1769351371.4447894,,
6.20009446144104,1769351370.347221,1769351371.5448935,,
6.300085544586182,1769351370.3551419,1769351371.6449347,,
6.400091886520386,1769351370.363064,1769351371.744991,,
6.500106334686279,1769351370.3709867,1769351371.8450556,,
6.6000940799713135,1769351370.3789072,1769351371.9450934,,
6.700093746185303,1769351370.3868287,1769351372.0451431,,
6.800016403198242,1769351370.3947442,1769351372.1451159,,
6.900047302246094,1769351370.4026682,1769351372.2451968,,
7.0000693798065186,1769351370.4105916,1769351372.345269,,
7.100059270858765,1769351370.4185123,1769351372.445309,,
7.200089931488037,1769351370.4264364,1769351372.5453897,,
7.30009651184082,1769351370.4343586,1769351372.6454463,,
7.400083780288696,1769351370.442279,1769351372.7454836,,
7.5000903606414795,1769351370.4502013,1769351372.8455403,,
7.600079774856567,1769351370.458122,1769351372.9455798,,
7.700093746185303,1769351370.4660447,1769351373.0456438,,
7.80008602142334,1769351370.4739656,1769351373.1456861,,
7.900091171264648,1769351370.4818876,1769351373.2457414,,
8.00009036064148,1769351370.489809,1769351373.3457906,,
8.100093841552734,1769351370.497731,1769351373.4458442,,
8.200068712234497,1769351370.5056505,1769351373.545869,,
8.30003309249878,1769351370.5135694,1769351373.6458836,,
8.400020837783813,1769351370.5214899,1769351373.7459214,,
8.5000479221344,1769351370.5294137,1769351373.8459985,,
8.6000235080719,1769351370.5373333,1769351373.9460242,,
8.700088739395142,1769351370.54526,1769351374.0461395,,
8.800097703933716,1769351370.5531824,1769351374.1461985,,
8.900086402893066,1769351370.561103,1769351374.2462373,,
9.000064849853516,1769351370.569023,1769351374.3462658,,
9.100039720535278,1769351370.5769424,1769351374.4462907,,
9.200019836425781,1769351370.5848625,1769351374.546321,,
9.30009412765503,1769351370.59279,1769351374.6464453,,
9.400089740753174,1769351370.600711,1769351374.746491,,
9.500059127807617,1769351370.6086302,1769351374.8465104,,
9.600047588348389,1769351370.616551,1769351374.946549,,
9.700019598007202,1769351370.6244702,1769351375.046571,,
