exp_time,servo_time,baseline_time,sync_time,offset
4.0531158447265625e-06,1768766836.0460496,1768766836.0460496,,
0.10033130645751953,1768766836.146407,1768766836.146407,,
0.20035433769226074,1768766836.24646,1768766836.24646,,
0.3003218173980713,1768766836.3464575,1768766836.3464575,,
0.40012145042419434,1768766836.4462872,1768766836.4462872,,
0.5003311634063721,1768766836.546527,1768766836.546527,,
0.6003232002258301,1768766836.646549,1768766836.646549,,
0.7003273963928223,1768766836.7465832,1768766836.7465832,,
0.8001372814178467,1768766836.8464231,1768766836.8464231,,
0.9003918170928955,1768766836.9467077,1768766836.9467077,,
1.0004098415374756,1768766837.0467558,1768766837.0467558,,
1.1003315448760986,1768766837.1467075,1768766837.1467075,,
1.200333833694458,1768766837.2467399,1768766837.2467399,,
1.3001279830932617,1768766837.346564,1768766837.346564,,
1.4003159999847412,1768766837.446782,1768766837.446782,,
1.5003724098205566,1768766837.5468686,1768766837.5468686,,
1.6003186702728271,1768766837.6468449,1768766837.6468449,,
1.7003262042999268,1768766837.7468824,1768766837.7468824,,
1.8003180027008057,1768766837.8469043,1768766837.8469043,,
1.9003174304962158,1768766837.9469337,1768766837.9469337,,
2.0001487731933594,1768766838.0467951,1768766838.0467951,,
2.100132942199707,1768766838.1468093,1768766838.1468093,,
2.2003138065338135,1768766838.2470202,1768766838.2470202,,
2.300312042236328,1768766838.3470485,1768766838.3470485,,
2.400141716003418,1768766838.4469082,1768766838.4469082,,
2.500293016433716,1768766838.5470896,1768766838.5470896,,
2.6003923416137695,1768766838.647219,1768766838.647219,,
2.700316905975342,1768766838.7471735,1768766838.7471735,,
2.800480604171753,1768766838.8473673,1768766838.8473673,,
2.900131940841675,1768766838.9470484,1768766838.9470484,,
3.0003082752227783,1768766839.0472548,1768766839.0472548,,
3.100101947784424,1768766839.1470785,1768766839.1470785,,
3.200326681137085,1768766839.2473333,1768766839.2473333,,
3.300137519836426,1768766839.3471742,1768766839.3471742,,
3.4001126289367676,1768766839.4471793,1768766839.4471793,,
3.5002169609069824,1768766839.5473137,1768766839.5473137,,
3.6003427505493164,1768766839.6474695,1768766839.6474695,,
3.7003214359283447,1768766839.7474782,1768766839.7474782,,
3.80031418800354,1768766839.847501,1768766839.847501,,
3.900503396987915,1768766839.9477203,1768766839.9477203,,
4.000312566757202,1768766840.0475595,1768766840.0475595,,
4.100311517715454,1768766840.1475885,1768766840.1475885,,
4.200193405151367,1768766840.2475004,1768766840.2475004,,
4.300121307373047,1768766840.3474584,1768766840.3474584,,
4.400099515914917,1768766840.4474666,1768766840.4474666,,
4.500131130218506,1768766840.5475283,1768766840.5475283,,
4.600323915481567,1768766840.647751,1768766840.647751,,
4.700112342834473,1768766840.7475696,1768766840.7475696,,
4.800318002700806,1768766840.8478053,1768766840.8478053,,
4.900505065917969,1768766840.9480224,1768766840.9480224,,
5.000309467315674,1768766840.9839613,1768766841.0478568,5.000309467315674,-17.883649110794067
5.100316524505615,1768766841.0199733,1768766841.147894,,
5.200324296951294,1768766841.0559855,1768766841.2479317,,
5.300311326980591,1768766841.0919902,1768766841.3479488,,
5.400119781494141,1768766841.1279306,1768766841.4477873,,
5.5003180503845215,1768766841.1640115,1768766841.5480156,,
5.600139617919922,1768766841.1999567,1768766841.6478672,,
5.700302600860596,1768766841.2360246,1768766841.7480602,,
5.800253629684448,1768766841.2720163,1768766841.8480413,,
5.9001145362854,1768766841.3079755,1768766841.9479322,,
6.000311851501465,1768766841.344056,1768766842.0481596,,
6.100113868713379,1768766841.379994,1768766842.1479917,,
6.200311899185181,1768766841.4160745,1768766842.2482197,,
6.3004231452941895,1768766841.4521239,1768766842.348361,,
6.400091171264648,1768766841.4880137,1768766842.4480588,,
6.500413179397583,1768766841.524139,1768766842.548411,,
6.600116491317749,1768766841.5600414,1768766842.648144,,
6.700319051742554,1768766841.5961237,1768766842.7483766,,
6.800378084182739,1768766841.6321542,1768766842.8484657,,
6.90017557144165,1768766841.6680906,1768766842.9482932,,
7.000449895858765,1768766841.7041986,1768766843.0485976,,
7.10031533241272,1768766841.7401595,1768766843.148493,,
7.200117588043213,1768766841.7760975,1768766843.2483253,,
7.300316572189331,1768766841.8121786,1768766843.3485544,,
7.4001359939575195,1768766841.8481228,1768766843.4484038,,
7.500321626663208,1768766841.884199,1768766843.5486195,,
7.600311994552612,1768766841.9202049,1768766843.64864,,
7.70058798789978,1768766841.9563136,1768766843.748946,,
7.800325155258179,1768766841.9922283,1768766843.848713,,
7.900512218475342,1768766842.028305,1768766843.94893,,
8.000136852264404,1768766842.0641792,1768766844.0485845,,
8.100095272064209,1768766842.1001735,1768766844.148573,,
8.200320720672607,1768766842.136264,1768766844.2488284,,
8.300311803817749,1768766842.1722703,1768766844.3488495,,
8.400391578674316,1768766842.2083085,1768766844.4489594,,
8.500303268432617,1768766842.244286,1768766844.548901,,
8.600088834762573,1768766842.2802181,1768766844.6487167,,
8.700319766998291,1768766842.3163106,1768766844.7489777,,
8.800108432769775,1768766842.352244,1768766844.8487964,,
8.900330305099487,1768766842.388333,1768766844.9490483,,
9.000213623046875,1768766842.4243004,1768766845.0489616,,
9.10031771659851,1768766842.4603472,1768766845.1490958,,
9.2003173828125,1768766842.4963565,1768766845.2491255,,
9.30066180229187,1768766842.5324898,1768766845.3495,,
9.400317907333374,1768766842.5683753,1768766845.4491858,,
9.500455141067505,1768766842.604434,1768766845.5493531,,
9.60031247138977,1768766842.640392,1768766845.6492405,,
9.700121879577637,1768766842.6763327,1768766845.74908,,
