exp_time,servo_time,baseline_time,sync_time,offset
3.0994415283203125e-06,1768694293.1724024,1768694293.1724024,,
0.10007715225219727,1768694293.2725065,1768694293.2725065,,
0.2000744342803955,1768694293.3725338,1768694293.3725338,,
0.3000779151916504,1768694293.4725673,1768694293.4725673,,
0.40008091926574707,1768694293.5726004,1768694293.5726004,,
0.5000760555267334,1768694293.6726255,1768694293.6726255,,
0.600102424621582,1768694293.772682,1768694293.772682,,
0.7001039981842041,1768694293.8727136,1768694293.8727136,,
0.8000783920288086,1768694293.972718,1768694293.972718,,
0.9000904560089111,1768694294.07276,1768694294.07276,,
1.0000970363616943,1768694294.1727967,1768694294.1727967,,
1.100076675415039,1768694294.2728064,1768694294.2728064,,
1.200101375579834,1768694294.3728611,1768694294.3728611,,
1.3000984191894531,1768694294.4728882,1768694294.4728882,,
1.4001150131225586,1768694294.5729349,1768694294.5729349,,
1.5001335144042969,1768694294.6729834,1768694294.6729834,,
1.6000804901123047,1768694294.7729604,1768694294.7729604,,
1.7000958919525146,1768694294.8730059,1768694294.8730059,,
1.8001224994659424,1768694294.9730625,1768694294.9730625,,
1.900092601776123,1768694295.0730627,1768694295.0730627,,
2.0000686645507812,1768694295.1730688,1768694295.1730688,,
2.1000912189483643,1768694295.2731214,1768694295.2731214,,
2.200115919113159,1768694295.373176,1768694295.373176,,
2.300091028213501,1768694295.4731812,1768694295.4731812,,
2.4000916481018066,1768694295.573212,1768694295.573212,,
2.500075101852417,1768694295.6732254,1768694295.6732254,,
2.6001155376434326,1768694295.7732959,1768694295.7732959,,
2.700091600418091,1768694295.873302,1768694295.873302,,
2.8000903129577637,1768694295.9733307,1768694295.9733307,,
2.900085926055908,1768694296.0733564,1768694296.0733564,,
3.000089645385742,1768694296.1733902,1768694296.1733902,,
3.100114107131958,1768694296.2734447,1768694296.2734447,,
3.2000856399536133,1768694296.3734462,1768694296.3734462,,
3.300084352493286,1768694296.473475,1768694296.473475,,
3.400089740753174,1768694296.5735104,1768694296.5735104,,
3.500075340270996,1768694296.673526,1768694296.673526,,
3.6000969409942627,1768694296.7735777,1768694296.7735777,,
3.700098991394043,1768694296.8736098,1768694296.8736098,,
3.800091505050659,1768694296.9736323,1768694296.9736323,,
3.900089740753174,1768694297.0736606,1768694297.0736606,,
4.000091314315796,1768694297.1736922,1768694297.1736922,,
4.100091457366943,1768694297.2737224,1768694297.2737224,,
4.200091600418091,1768694297.3737526,1768694297.3737526,,
4.300089120864868,1768694297.4737802,1768694297.4737802,,
4.400096416473389,1768694297.5738175,1768694297.5738175,,
4.500069856643677,1768694297.673821,1768694297.673821,,
4.600069761276245,1768694297.773851,1768694297.773851,,
4.700072765350342,1768694297.873884,1768694297.873884,,
4.800069808959961,1768694297.973911,1768694297.973911,,
4.900110960006714,1768694298.0739822,1768694298.0739822,,
5.000097036361694,1768694297.986231,1768694298.1739984,5.000097036361694,-17.88519859313965
5.100099086761475,1768694297.8984659,1768694298.2740304,,
5.200074672698975,1768694297.810724,1768694298.374036,,
5.300084114074707,1768694297.7229524,1768694298.4740756,,
5.400096654891968,1768694297.635178,1768694298.5741181,,
5.500089645385742,1768694297.547421,1768694298.6741412,,
5.600096702575684,1768694297.4596515,1768694298.7741783,,
5.700082540512085,1768694297.3719006,1768694298.8741941,,
5.800094366073608,1768694297.2841268,1768694298.974236,,
5.900087594985962,1768694297.1963694,1768694299.0742593,,
6.000186204910278,1768694297.1085196,1768694299.174388,,
6.1000893115997314,1768694297.0208414,1768694299.274321,,
6.200095891952515,1768694296.9330723,1768694299.3743577,,
6.300086498260498,1768694296.8453171,1768694299.4743783,,
6.400087594985962,1768694296.7575529,1768694299.5744095,,
6.500087738037109,1768694296.6697893,1768694299.6744397,,
6.600221872329712,1768694296.5819082,1768694299.7746038,,
6.700086832046509,1768694296.4942634,1768694299.8744988,,
6.800070762634277,1768694296.4065142,1768694299.9745128,,
6.900091648101807,1768694296.3187325,1768694300.0745637,,
7.00007700920105,1768694296.230982,1768694300.1745791,,
7.100067853927612,1768694296.1432269,1768694300.2746,,
7.200095891952515,1768694296.055439,1768694300.374658,,
7.300086975097656,1768694295.9676836,1768694300.4746792,,
7.400093078613281,1768694295.8799148,1768694300.5747154,,
7.500195741653442,1768694295.7920613,1768694300.674848,,
7.600088119506836,1768694295.7043924,1768694300.7747705,,
7.700093984603882,1768694295.6166239,1768694300.8748064,,
7.800088167190552,1768694295.5288656,1768694300.9748306,,
7.900094032287598,1768694295.441097,1768694301.0748665,,
8.000070095062256,1768694295.3533547,1768694301.1748726,,
8.100082397460938,1768694295.2655807,1768694301.274915,,
8.200108051300049,1768694295.1777947,1768694301.3749707,,
8.300067663192749,1768694295.090067,1768694301.4749603,,
8.400099992752075,1768694295.0022752,1768694301.5750227,,
8.500216722488403,1768694294.9144094,1768694301.6751695,,
8.600070238113403,1768694294.8267746,1768694301.775053,,
8.7003915309906,1768694294.7387292,1768694301.8754044,,
8.800066947937012,1768694294.6512508,1768694301.9751096,,
8.900086879730225,1768694294.5634701,1768694302.0751595,,
9.000067472457886,1768694294.4757237,1768694302.1751702,,
9.100090742111206,1768694294.38794,1768694302.2752235,,
9.200084447860718,1768694294.300182,1768694302.3752472,,
9.30009388923645,1768694294.2124104,1768694302.4752867,,
9.400087118148804,1768694294.124653,1768694302.57531,,
9.50007176399231,1768694294.0369031,1768694302.6753247,,
9.600085020065308,1768694293.9491282,1768694302.775368,,
9.700111389160156,1768694293.8613417,1768694302.8754244,,
9.800095319747925,1768694293.7735925,1768694302.9754384,,
