variation,mean_offset_ms,mean_abs_offset_ms,rms_offset_ms,max_offset_ms,std_dev_ms,jitter_ms,convergence_s,settling_1pct_s
Sync=5s,-365.6662736620222,1829.452998297555,3754.7452834573337,17788.755416870117,3736.8971513745496,84.14059228402098,,
