exp_time,servo_time,baseline_time,sync_time,offset
3.5762786865234375e-06,1769271084.07635,1769271084.07635,,
0.10003209114074707,1769271084.1764085,1769271084.1764085,,
0.20007061958312988,1769271084.276477,1769271084.276477,,
0.3000516891479492,1769271084.3764882,1769271084.3764882,,
0.40006113052368164,1769271084.4765277,1769271084.4765277,,
0.5000319480895996,1769271084.5765285,1769271084.5765285,,
0.600071907043457,1769271084.6765985,1769271084.6765985,,
0.7000477313995361,1769271084.7766044,1769271084.7766044,,
0.800023078918457,1769271084.8766098,1769271084.8766098,,
0.9000818729400635,1769271084.9766986,1769271084.9766986,,
1.0000791549682617,1769271085.076726,1769271085.076726,,
1.100088119506836,1769271085.176765,1769271085.176765,,
1.2000970840454102,1769271085.276804,1769271085.276804,,
1.3000750541687012,1769271085.376812,1769271085.376812,,
1.4000563621520996,1769271085.4768233,1769271085.4768233,,
1.5000231266021729,1769271085.5768201,1769271085.5768201,,
1.600067138671875,1769271085.6768942,1769271085.6768942,,
1.700040340423584,1769271085.7768974,1769271085.7768974,,
1.8000714778900146,1769271085.8769586,1769271085.8769586,,
1.9000895023345947,1769271085.9770067,1769271085.9770067,,
2.0000813007354736,1769271086.0770285,1769271086.0770285,,
2.1000962257385254,1769271086.1770735,1769271086.1770735,,
2.20009708404541,1769271086.2771044,1769271086.2771044,,
2.3001203536987305,1769271086.3771577,1769271086.3771577,,
2.4000401496887207,1769271086.4771075,1769271086.4771075,,
2.5000133514404297,1769271086.5771108,1769271086.5771108,,
2.6000709533691406,1769271086.6771984,1769271086.6771984,,
2.700070381164551,1769271086.7772279,1769271086.7772279,,
2.800039052963257,1769271086.8772266,1769271086.8772266,,
2.900405168533325,1769271086.9776227,1769271086.9776227,,
3.0000832080841064,1769271087.0773306,1769271087.0773306,,
3.1000609397888184,1769271087.1773384,1769271087.1773384,,
3.2000279426574707,1769271087.2773354,1769271087.2773354,,
3.3000681400299072,1769271087.3774056,1769271087.3774056,,
3.400071382522583,1769271087.477439,1769271087.477439,,
3.5000929832458496,1769271087.5774906,1769271087.5774906,,
3.6000850200653076,1769271087.6775126,1769271087.6775126,,
3.7000973224639893,1769271087.777555,1769271087.777555,,
3.8000550270080566,1769271087.8775427,1769271087.8775427,,
3.9000444412231445,1769271087.9775622,1769271087.9775622,,
4.000068187713623,1769271088.077616,1769271088.077616,,
4.100049257278442,1769271088.177627,1769271088.177627,,
4.200014352798462,1769271088.2776222,1769271088.2776222,,
4.300321102142334,1769271088.377959,1769271088.377959,,
4.400395393371582,1769271088.4780633,1769271088.4780633,,
4.500093698501587,1769271088.5777915,1769271088.5777915,,
4.600086450576782,1769271088.6778142,1769271088.6778142,,
4.700087308883667,1769271088.7778451,1769271088.7778451,,
4.80008602142334,1769271088.877874,1769271088.877874,,
4.900091171264648,1769271088.977909,1769271088.977909,,
5.0003721714019775,1769271088.889858,1769271089.0782201,5.0003721714019775,-17.886590480804443
5.100019454956055,1769271088.8023634,1769271089.1778972,,
5.200049877166748,1769271088.7145324,1769271089.2779577,,
5.3000359535217285,1769271088.6267402,1769271089.3779738,,
5.400068759918213,1769271088.538907,1769271089.4780366,,
5.500036239624023,1769271088.4511313,1769271089.5780342,,
5.600015878677368,1769271088.363345,1769271089.6780438,,
5.700052738189697,1769271088.2755082,1769271089.7781107,,
5.8000264167785645,1769271088.187727,1769271089.8781145,,
5.9000561237335205,1769271088.0998967,1769271089.9781742,,
6.000039339065552,1769271088.0121071,1769271090.0781875,,
6.100076198577881,1769271087.9242704,1769271090.1782544,,
6.200050592422485,1769271087.8364885,1769271090.2782588,,
6.300068616867065,1769271087.7486684,1769271090.3783069,,
6.400033950805664,1769271087.6608946,1769271090.4783022,,
6.500059604644775,1769271087.5730677,1769271090.578358,,
6.6000425815582275,1769271087.4852784,1769271090.678371,,
6.700543403625488,1769271087.3970344,1769271090.7789018,,
6.800067663192749,1769271087.3096478,1769271090.8784559,,
6.900038242340088,1769271087.2218692,1769271090.9784565,,
7.000022888183594,1769271087.1340783,1769271091.0784712,,
7.100056171417236,1769271087.0462446,1769271091.1785345,,
7.200031518936157,1769271086.958462,1769271091.27854,,
7.300066709518433,1769271086.8706267,1769271091.3786051,,
7.40004825592041,1769271086.7828386,1769271091.4786167,,
7.500059366226196,1769271086.6950245,1769271091.5786579,,
7.600040912628174,1769271086.6072364,1769271091.6786695,,
7.70002007484436,1769271086.5194504,1769271091.7786787,,
7.800051689147949,1769271086.4316185,1769271091.8787403,,
7.900023698806763,1769271086.3438387,1769271091.9787424,,
8.000058650970459,1769271086.2560036,1769271092.0788074,,
8.100040674209595,1769271086.168215,1769271092.1788194,,
8.200009822845459,1769271086.080438,1769271092.2788186,,
8.300051927566528,1769271085.9925966,1769271092.3788908,,
8.400020122528076,1769271085.9048202,1769271092.478889,,
8.500062227249146,1769271085.816979,1769271092.5789611,,
8.600036144256592,1769271085.7291975,1769271092.678965,,
8.700016975402832,1769271085.64141,1769271092.778976,,
8.800043821334839,1769271085.5535822,1769271092.8790329,,
8.900083065032959,1769271085.4657433,1769271092.9791021,,
9.000074625015259,1769271085.3779464,1769271093.0791237,,
9.100044965744019,1769271085.290168,1769271093.179124,,
9.200014352798462,1769271085.2023907,1769271093.2791235,,
9.300056457519531,1769271085.1145494,1769271093.3791957,,
9.400025606155396,1769271085.0267723,1769271093.4791949,,
9.5000638961792,1769271084.9389343,1769271093.5792632,,
9.600039958953857,1769271084.851151,1769271093.6792693,,
9.7000253200531,1769271084.7633595,1769271093.7792847,,
